classe,formato_chapeu,superficie_chapeu,cor_chapeu,machucados,odor,fixacao_lamina,espacamento_lamina,tamanho_lamina,cor_lamina,formato_caule,raiz_caule,superficie_caule_acima_anel,superficie_caule_abaixo_anel,cor_caule_acima_anel,cor_caule_abaixo_anel,tipo_veu,cor_veu,numero_aneis,tipo_anel,cor_esporos,populacao,habitat
comestivel,achatado,fibrosa,cinza,nao,nenhum,livre,proxima,estreita,preta,alargando,igual,lisa,lisa,branca,branca,parcial,branca,um,pendente,marrom,solitaria,urbano
comestivel,sino,lisa,branco,sim,amendoa,livre,proxima,larga,marrom,alargando,em taça,lisa,lisa,branca,branca,parcial,branca,um,pendente,preta,dispersa,gramado
comestivel,convexo,lisa,branco,sim,anis,livre,proxima,larga,preta,alargando,em taça,lisa,lisa,branca,branca,parcial,branca,um,pendente,preta,dispersa,matas
venenoso,convexo,escamosa,marrom,sim,pungente,livre,proxima,estreita,marrom,alargando,igual,lisa,lisa,branca,branca,parcial,branca,um,pendente,preta,dispersa,gramado
venenoso,convexo,lisa,marrom,sim,pungente,livre,proxima,estreita,preta,alargando,igual,lisa,lisa,branca,branca,parcial,branca,um,pendente,marrom,dispersa,gramado
comestivel,sino,lisa,branco,sim,anis,livre,proxima,larga,cinza,alargando,em taça,lisa,lisa,branca,branca,parcial,branca,um,pendente,marrom,dispersa,gramado
comestivel,sino,lisa,amarelo,sim,amendoa,livre,proxima,larga,branca,alargando,em taça,lisa,lisa,branca,branca,parcial,branca,um,pendente,marrom,numerosa,matas
comestivel,achatado,escamosa,marrom,sim,amendoa,livre,proxima,larga,branca,alargando,enraizada,lisa,escamosa,branca,branca,parcial,branca,um,pendente,marrom,dispersa,gramado
comestivel,convexo,escamosa,amarelo,sim,anis,livre,proxima,larga,rosa,alargando,enraizada,lisa,escamosa,branca,branca,parcial,branca,um,pendente,marrom,solitaria,gramado
comestivel,achatado,escamosa,amarelo,sim,anis,livre,proxima,larga,marrom,alargando,enraizada,lisa,escamosa,branca,branca,parcial,branca,um,pendente,marrom,solitaria,caminhos
comestivel,convexo,escamosa,branco,sim,amendoa,livre,proxima,larga,branca,alargando,em taça,lisa,lisa,branca,branca,parcial,branca,um,pendente,marrom,numerosa,gramado
comestivel,convexo,lisa,amarelo,sim,amendoa,livre,proxima,larga,preta,alargando,em taça,lisa,lisa,branca,branca,parcial,branca,um,pendente,preta,dispersa,gramado
comestivel,achatado,fibrosa,marrom,nao,nenhum,livre,proxima,estreita,rosa,alargando,igual,lisa,lisa,branca,branca,parcial,branca,um,pendente,marrom,varias,urbano
comestivel,achatado,fibrosa,marrom,nao,nenhum,livre,lotada,larga,rosa,afinando,igual,lisa,lisa,branca,branca,parcial,branca,um,evanescente,preta,abundante,gramado
comestivel,convexo,fibrosa,amarelo,sim,anis,livre,lotada,estreita,branca,afinando,bulbosa,lisa,lisa,branca,branca,parcial,branca,um,pendente,roxa,varias,florestas
comestivel,achatado,escamosa,amarelo,sim,anis,livre,proxima,larga,branca,alargando,enraizada,lisa,escamosa,branca,branca,parcial,branca,um,pendente,marrom,dispersa,caminhos
comestivel,achatado,fibrosa,marrom,nao,nenhum,livre,proxima,estreita,cinza,alargando,igual,lisa,lisa,branca,branca,parcial,branca,um,pendente,preta,solitaria,urbano
comestivel,achatado,fibrosa,cinza,nao,nenhum,livre,proxima,estreita,preta,alargando,igual,lisa,lisa,branca,branca,parcial,branca,um,pendente,marrom,varias,urbano
comestivel,convexo,escamosa,marrom,sim,anis,livre,proxima,larga,marrom,alargando,enraizada,lisa,escamosa,branca,branca,parcial,branca,um,pendente,marrom,solitaria,gramado
comestivel,convexo,escamosa,amarelo,sim,anis,livre,proxima,larga,branca,alargando,enraizada,lisa,escamosa,branca,branca,parcial,branca,um,pendente,marrom,solitaria,caminhos
comestivel,sino,lisa,branco,sim,amendoa,livre,proxima,larga,cinza,alargando,em taça,lisa,lisa,branca,branca,parcial,branca,um,pendente,preta,dispersa,matas
comestivel,convexo,lisa,branco,sim,anis,livre,lotada,estreita,marrom,afinando,bulbosa,lisa,lisa,branca,branca,parcial,branca,um,pendente,marrom,varias,florestas
comestivel,convexo,escamosa,branco,sim,amendoa,livre,proxima,larga,marrom,alargando,em taça,lisa,lisa,branca,branca,parcial,branca,um,pendente,marrom,numerosa,matas
comestivel,convexo,fibrosa,amarelo,sim,amendoa,livre,lotada,estreita,branca,afinando,bulbosa,lisa,lisa,branca,branca,parcial,branca,um,pendente,roxa,varias,florestas
comestivel,sino,lisa,amarelo,sim,amendoa,livre,proxima,larga,branca,alargando,em taça,lisa,lisa,branca,branca,parcial,branca,um,pendente,preta,numerosa,gramado
comestivel,convexo,fibrosa,marrom,sim,nenhum,livre,proxima,larga,rosa,afinando,bulbosa,lisa,lisa,rosa,branca,parcial,branca,um,pendente,marrom,varias,florestas
comestivel,convexo,escamosa,branco,sim,amendoa,livre,proxima,larga,cinza,alargando,em taça,lisa,lisa,branca,branca,parcial,branca,um,pendente,preta,numerosa,matas
comestivel,achatado,fibrosa,cinza,nao,nenhum,livre,proxima,estreita,preta,alargando,igual,lisa,lisa,branca,branca,parcial,branca,um,pendente,preta,varias,urbano
comestivel,sino,escamosa,branco,sim,amendoa,livre,proxima,larga,marrom,alargando,em taça,lisa,lisa,branca,branca,parcial,branca,um,pendente,marrom,dispersa,matas
comestivel,convexo,escamosa,amarelo,sim,anis,livre,proxima,larga,branca,alargando,em taça,lisa,lisa,branca,branca,parcial,branca,um,pendente,preta,numerosa,matas
comestivel,convexo,lisa,branco,sim,amendoa,livre,proxima,larga,preta,alargando,em taça,lisa,lisa,branca,branca,parcial,branca,um,pendente,preta,dispersa,gramado
comestivel,sino,lisa,amarelo,sim,amendoa,livre,proxima,larga,branca,alargando,em taça,lisa,lisa,branca,branca,parcial,branca,um,pendente,preta,dispersa,gramado
comestivel,sino,escamosa,branco,sim,anis,livre,proxima,larga,preta,alargando,em taça,lisa,lisa,branca,branca,parcial,branca,um,pendente,preta,dispersa,gramado
comestivel,convexo,escamosa,marrom,sim,amendoa,livre,proxima,larga,rosa,alargando,enraizada,lisa,escamosa,branca,branca,parcial,branca,um,pendente,marrom,dispersa,caminhos
comestivel,achatado,lisa,cinza,nao,nenhum,livre,lotada,larga,preta,afinando,igual,fibrosa,lisa,branca,branca,parcial,branca,um,evanescente,marrom,abundante,gramado
venenoso,convexo,escamosa,marrom,sim,pungente,livre,proxima,estreita,rosa,alargando,igual,lisa,lisa,branca,branca,parcial,branca,um,pendente,marrom,dispersa,gramado
comestivel,sino,escamosa,branco,sim,amendoa,livre,proxima,larga,marrom,alargando,em taça,lisa,lisa,branca,branca,parcial,branca,um,pendente,marrom,dispersa,gramado
comestivel,sino,lisa,amarelo,sim,amendoa,livre,proxima,larga,branca,alargando,em taça,lisa,lisa,branca,branca,parcial,branca,um,pendente,marrom,dispersa,matas
venenoso,convexo,escamosa,marrom,sim,pungente,livre,proxima,estreita,branca,alargando,igual,lisa,lisa,branca,branca,parcial,branca,um,pendente,preta,varias,gramado
venenoso,convexo,lisa,marrom,sim,pungente,livre,proxima,estreita,rosa,alargando,igual,lisa,lisa,branca,branca,parcial,branca,um,pendente,marrom,varias,urbano
comestivel,achatado,lisa,marrom,nao,nenhum,livre,lotada,larga,marrom,afinando,igual,fibrosa,lisa,branca,branca,parcial,branca,um,evanescente,marrom,abundante,gramado
venenoso,convexo,lisa,marrom,sim,pungente,livre,proxima,estreita,branca,alargando,igual,lisa,lisa,branca,branca,parcial,branca,um,pendente,preta,dispersa,gramado
comestivel,achatado,fibrosa,cinza,nao,nenhum,livre,lotada,larga,chocolate,afinando,igual,lisa,fibrosa,branca,branca,parcial,branca,um,evanescente,marrom,abundante,gramado
comestivel,convexo,escamosa,amarelo,sim,anis,livre,proxima,larga,marrom,alargando,enraizada,lisa,escamosa,branca,branca,parcial,branca,um,pendente,preta,dispersa,caminhos
comestivel,sino,escamosa,branco,sim,anis,livre,proxima,larga,preta,alargando,em taça,lisa,lisa,branca,branca,parcial,branca,um,pendente,preta,numerosa,matas
comestivel,achatado,escamosa,amarelo,sim,anis,livre,proxima,larga,rosa,alargando,enraizada,lisa,escamosa,branca,branca,parcial,branca,um,pendente,marrom,dispersa,caminhos
comestivel,achatado,escamosa,amarelo,sim,anis,livre,proxima,larga,rosa,alargando,enraizada,lisa,escamosa,branca,branca,parcial,branca,um,pendente,preta,solitaria,caminhos
comestivel,sino,escamosa,amarelo,sim,anis,livre,proxima,larga,preta,alargando,em taça,lisa,lisa,branca,branca,parcial,branca,um,pendente,preta,numerosa,matas
comestivel,afundado,fibrosa,marrom,nao,nenhum,livre,proxima,estreita,rosa,alargando,igual,lisa,lisa,branca,branca,parcial,branca,um,pendente,preta,solitaria,urbano
comestivel,convexo,lisa,branco,sim,amendoa,livre,proxima,larga,preta,alargando,em taça,lisa,lisa,branca,branca,parcial,branca,um,pendente,marrom,numerosa,matas
comestivel,sino,escamosa,amarelo,sim,amendoa,livre,proxima,larga,cinza,alargando,em taça,lisa,lisa,branca,branca,parcial,branca,um,pendente,preta,numerosa,matas
comestivel,achatado,escamosa,amarelo,sim,amendoa,livre,proxima,larga,branca,alargando,enraizada,lisa,escamosa,branca,branca,parcial,branca,um,pendente,preta,dispersa,caminhos
comestivel,achatado,lisa,marrom,nao,nenhum,livre,lotada,larga,rosa,afinando,igual,fibrosa,fibrosa,branca,branca,parcial,branca,um,evanescente,marrom,abundante,gramado
comestivel,convexo,lisa,branco,sim,anis,livre,proxima,larga,branca,alargando,em taça,lisa,lisa,branca,branca,parcial,branca,um,pendente,marrom,dispersa,matas
comestivel,sino,escamosa,amarelo,sim,anis,livre,proxima,larga,branca,alargando,em taça,lisa,lisa,branca,branca,parcial,branca,um,pendente,marrom,numerosa,gramado
comestivel,sino,escamosa,amarelo,sim,anis,livre,proxima,larga,preta,alargando,em taça,lisa,lisa,branca,branca,parcial,branca,um,pendente,preta,dispersa,gramado
comestivel,sino,escamosa,amarelo,sim,amendoa,livre,proxima,larga,marrom,alargando,em taça,lisa,lisa,branca,branca,parcial,branca,um,pendente,marrom,dispersa,matas
comestivel,sino,lisa,branco,sim,anis,livre,proxima,larga,preta,alargando,em taça,lisa,lisa,branca,branca,parcial,branca,um,pendente,marrom,dispersa,matas
comestivel,convexo,escamosa,amarelo,sim,amendoa,livre,proxima,larga,marrom,alargando,enraizada,lisa,escamosa,branca,branca,parcial,branca,um,pendente,preta,dispersa,caminhos
comestivel,convexo,escamosa,marrom,sim,amendoa,livre,proxima,larga,marrom,alargando,enraizada,lisa,escamosa,branca,branca,parcial,branca,um,pendente,marrom,dispersa,gramado
comestivel,afundado,fibrosa,marrom,nao,nenhum,livre,proxima,estreita,cinza,alargando,igual,lisa,lisa,branca,branca,parcial,branca,um,pendente,preta,varias,urbano
comestivel,achatado,escamosa,marrom,sim,amendoa,livre,proxima,larga,marrom,alargando,enraizada,lisa,escamosa,branca,branca,parcial,branca,um,pendente,marrom,dispersa,gramado
comestivel,convexo,lisa,branco,sim,amendoa,livre,proxima,larga,preta,alargando,em taça,lisa,lisa,branca,branca,parcial,branca,um,pendente,preta,numerosa,gramado
comestivel,achatado,lisa,amarelo,sim,anis,livre,lotada,estreita,branca,afinando,bulbosa,lisa,lisa,branca,branca,parcial,branca,um,pendente,marrom,varias,florestas
comestivel,convexo,lisa,marrom,nao,nenhum,livre,lotada,larga,rosa,afinando,igual,lisa,lisa,branca,branca,parcial,branca,um,evanescente,marrom,abundante,gramado
comestivel,achatado,escamosa,amarelo,sim,amendoa,livre,proxima,larga,marrom,alargando,enraizada,lisa,escamosa,branca,branca,parcial,branca,um,pendente,preta,dispersa,gramado
venenoso,convexo,escamosa,marrom,sim,pungente,livre,proxima,estreita,preta,alargando,igual,lisa,lisa,branca,branca,parcial,branca,um,pendente,marrom,varias,gramado
comestivel,convexo,lisa,branco,sim,anis,livre,proxima,larga,branca,alargando,em taça,lisa,lisa,branca,branca,parcial,branca,um,pendente,marrom,numerosa,gramado
comestivel,convexo,fibrosa,branco,nao,nenhum,livre,lotada,larga,chocolate,afinando,igual,fibrosa,lisa,branca,branca,parcial,branca,um,evanescente,marrom,dispersa,gramado
comestivel,sino,lisa,branco,sim,amendoa,livre,proxima,larga,marrom,alargando,em taça,lisa,lisa,branca,branca,parcial,branca,um,pendente,marrom,dispersa,matas
comestivel,convexo,escamosa,branco,sim,anis,livre,proxima,larga,branca,alargando,em taça,lisa,lisa,branca,branca,parcial,branca,um,pendente,preta,dispersa,matas
comestivel,achatado,escamosa,amarelo,sim,anis,livre,proxima,larga,branca,alargando,enraizada,lisa,escamosa,branca,branca,parcial,branca,um,pendente,preta,solitaria,gramado
comestivel,convexo,fibrosa,marrom,nao,nenhum,livre,lotada,larga,marrom,afinando,igual,fibrosa,lisa,branca,branca,parcial,branca,um,evanescente,marrom,dispersa,gramado
venenoso,convexo,lisa,branco,sim,pungente,livre,proxima,estreita,preta,alargando,igual,lisa,lisa,branca,branca,parcial,branca,um,pendente,marrom,dispersa,gramado
venenoso,convexo,escamosa,branco,sim,pungente,livre,proxima,estreita,rosa,alargando,igual,lisa,lisa,branca,branca,parcial,branca,um,pendente,preta,dispersa,urbano
comestivel,convexo,escamosa,branco,sim,anis,livre,proxima,larga,cinza,alargando,em taça,lisa,lisa,branca,branca,parcial,branca,um,pendente,preta,numerosa,gramado
comestivel,sino,escamosa,branco,sim,amendoa,livre,proxima,larga,branca,alargando,em taça,lisa,lisa,branca,branca,parcial,branca,um,pendente,marrom,dispersa,gramado
comestivel,convexo,fibrosa,branco,sim,amendoa,livre,lotada,estreita,branca,afinando,bulbosa,lisa,lisa,branca,branca,parcial,branca,um,pendente,marrom,varias,florestas
venenoso,convexo,escamosa,branco,sim,pungente,livre,proxima,estreita,branca,alargando,igual,lisa,lisa,branca,branca,parcial,branca,um,pendente,preta,dispersa,urbano
comestivel,convexo,lisa,branco,sim,anis,livre,proxima,larga,cinza,alargando,em taça,lisa,lisa,branca,branca,parcial,branca,um,pendente,preta,dispersa,gramado
comestivel,convexo,fibrosa,cinza,nao,nenhum,livre,proxima,estreita,rosa,alargando,igual,lisa,lisa,branca,branca,parcial,branca,um,pendente,preta,varias,urbano
comestivel,convexo,fibrosa,marrom,nao,nenhum,livre,proxima,estreita,rosa,alargando,igual,lisa,lisa,branca,branca,parcial,branca,um,pendente,preta,varias,urbano
comestivel,sino,lisa,branco,sim,amendoa,livre,proxima,larga,marrom,alargando,em taça,lisa,lisa,branca,branca,parcial,branca,um,pendente,preta,dispersa,matas
comestivel,convexo,escamosa,marrom,sim,amendoa,livre,proxima,larga,rosa,alargando,enraizada,lisa,escamosa,branca,branca,parcial,branca,um,pendente,preta,dispersa,gramado
comestivel,sino,escamosa,branco,sim,amendoa,livre,proxima,larga,preta,alargando,em taça,lisa,lisa,branca,branca,parcial,branca,um,pendente,marrom,numerosa,matas
comestivel,achatado,escamosa,amarelo,sim,anis,livre,proxima,larga,marrom,alargando,enraizada,lisa,escamosa,branca,branca,parcial,branca,um,pendente,marrom,dispersa,caminhos
comestivel,convexo,escamosa,branco,sim,anis,livre,proxima,larga,marrom,alargando,em taça,lisa,lisa,branca,branca,parcial,branca,um,pendente,marrom,numerosa,gramado
comestivel,sino,escamosa,branco,sim,anis,livre,proxima,larga,branca,alargando,em taça,lisa,lisa,branca,branca,parcial,branca,um,pendente,marrom,dispersa,gramado
comestivel,sino,escamosa,branco,sim,amendoa,livre,proxima,larga,branca,alargando,em taça,lisa,lisa,branca,branca,parcial,branca,um,pendente,preta,dispersa,matas
venenoso,convexo,lisa,marrom,sim,pungente,livre,proxima,estreita,branca,alargando,igual,lisa,lisa,branca,branca,parcial,branca,um,pendente,marrom,varias,urbano
comestivel,achatado,lisa,amarelo,sim,amendoa,livre,lotada,estreita,marrom,afinando,bulbosa,lisa,lisa,branca,branca,parcial,branca,um,pendente,roxa,varias,florestas
comestivel,convexo,escamosa,marrom,sim,amendoa,livre,proxima,larga,marrom,alargando,enraizada,lisa,escamosa,branca,branca,parcial,branca,um,pendente,marrom,dispersa,caminhos
comestivel,sino,lisa,amarelo,sim,anis,livre,proxima,larga,preta,alargando,em taça,lisa,lisa,branca,branca,parcial,branca,um,pendente,marrom,numerosa,gramado
comestivel,achatado,lisa,branco,sim,amendoa,livre,lotada,estreita,marrom,afinando,bulbosa,lisa,lisa,branca,branca,parcial,branca,um,pendente,roxa,varias,florestas
comestivel,sino,escamosa,amarelo,sim,anis,livre,proxima,larga,branca,alargando,em taça,lisa,lisa,branca,branca,parcial,branca,um,pendente,preta,dispersa,gramado
comestivel,sino,escamosa,amarelo,sim,amendoa,livre,proxima,larga,preta,alargando,em taça,lisa,lisa,branca,branca,parcial,branca,um,pendente,marrom,numerosa,matas
comestivel,sino,lisa,amarelo,sim,amendoa,livre,proxima,larga,marrom,alargando,em taça,lisa,lisa,branca,branca,parcial,branca,um,pendente,preta,numerosa,gramado
comestivel,achatado,escamosa,amarelo,sim,anis,livre,proxima,larga,marrom,alargando,enraizada,lisa,escamosa,branca,branca,parcial,branca,um,pendente,marrom,solitaria,gramado
comestivel,convexo,lisa,branco,nao,nenhum,livre,lotada,larga,marrom,afinando,igual,fibrosa,fibrosa,branca,branca,parcial,branca,um,evanescente,marrom,abundante,gramado
comestivel,sino,escamosa,amarelo,sim,amendoa,livre,proxima,larga,branca,alargando,em taça,lisa,lisa,branca,branca,parcial,branca,um,pendente,marrom,numerosa,matas
comestivel,convexo,escamosa,marrom,sim,amendoa,livre,proxima,larga,marrom,alargando,enraizada,lisa,escamosa,branca,branca,parcial,branca,um,pendente,preta,solitaria,caminhos
comestivel,sino,lisa,branco,sim,anis,livre,proxima,larga,cinza,alargando,em taça,lisa,lisa,branca,branca,parcial,branca,um,pendente,marrom,numerosa,gramado
comestivel,achatado,escamosa,marrom,sim,anis,livre,proxima,larga,rosa,alargando,enraizada,lisa,escamosa,branca,branca,parcial,branca,um,pendente,preta,solitaria,gramado
comestivel,convexo,lisa,branco,sim,anis,livre,proxima,larga,cinza,alargando,em taça,lisa,lisa,branca,branca,parcial,branca,um,pendente,marrom,numerosa,gramado
comestivel,convexo,fibrosa,marrom,nao,nenhum,livre,proxima,estreita,cinza,alargando,igual,lisa,lisa,branca,branca,parcial,branca,um,pendente,marrom,varias,urbano
comestivel,convexo,escamosa,marrom,sim,anis,livre,proxima,larga,branca,alargando,enraizada,lisa,escamosa,branca,branca,parcial,branca,um,pendente,preta,dispersa,caminhos
comestivel,achatado,fibrosa,cinza,nao,nenhum,livre,lotada,larga,preta,afinando,igual,lisa,fibrosa,branca,branca,parcial,branca,um,evanescente,preta,abundante,gramado
comestivel,convexo,lisa,branco,sim,anis,livre,lotada,estreita,rosa,afinando,bulbosa,lisa,lisa,branca,branca,parcial,branca,um,pendente,marrom,varias,florestas
comestivel,achatado,fibrosa,marrom,nao,nenhum,livre,proxima,estreita,cinza,alargando,igual,lisa,lisa,branca,branca,parcial,branca,um,pendente,marrom,solitaria,urbano
comestivel,sino,escamosa,amarelo,sim,amendoa,livre,proxima,larga,cinza,alargando,em taça,lisa,lisa,branca,branca,parcial,branca,um,pendente,marrom,dispersa,matas
comestivel,sino,lisa,branco,sim,amendoa,livre,proxima,larga,preta,alargando,em taça,lisa,lisa,branca,branca,parcial,branca,um,pendente,preta,numerosa,matas
comestivel,convexo,lisa,branco,sim,amendoa,livre,proxima,larga,branca,alargando,em taça,lisa,lisa,branca,branca,parcial,branca,um,pendente,marrom,numerosa,gramado
comestivel,sino,lisa,amarelo,sim,anis,livre,proxima,larga,preta,alargando,em taça,lisa,lisa,branca,branca,parcial,branca,um,pendente,marrom,dispersa,matas
comestivel,convexo,escamosa,amarelo,sim,amendoa,livre,proxima,larga,preta,alargando,em taça,lisa,lisa,branca,branca,parcial,branca,um,pendente,preta,numerosa,matas
comestivel,convexo,lisa,amarelo,sim,amendoa,livre,lotada,estreita,rosa,afinando,bulbosa,lisa,lisa,branca,branca,parcial,branca,um,pendente,marrom,varias,florestas
